rxns	newEqn
HMR_0629	H2O[c] + PC-LD pool[c] => choline[c] + phosphatidate-LD-PC pool[c] + H+[c]
HMR_0643	H2O[c] + PE-LD pool[c] => 1-acyl-PE pool[c] + fatty acid pool[c] + H+[c]
HMR_0642	H2O[c] + PE-LD pool[c] => ethanolamine[c] + phosphatidate-LD-PE pool[c] + H+[c]
RE3268C	H2O[c] + phosphatidylinositol-3,4,5-trisphosphate[c] => phosphatidylinositol-3,5-bisphosphate[c] + Pi[c]
HMR_6559	H2O[c] + phosphatidylinositol-4,5-bisphosphate[c] => 1,2-diacylglycerol-LD-PI pool[c] + D-myo-inositol-1,4,5-trisphosphate[c] + H+[c]
HMR_0716	H2O[c] + phytoceramide pool[c] => phytosphingosine[c] + fatty acid pool[c]
HMR_8832	H2O[c] + PI pool[c] => 1,2-diacylglycerol-LD-PI pool[c] + H+[c] + inositol-1-phosphate[c]
HMR_0663	H2O[c] + PI pool[c] => 1,2-diacylglycerol-LD-PI pool[c] + inositol-1-phosphate[c] + H+[c]
RE3273C	H2O[c] + PI pool[c] => H+[c] + inositol[c] + phosphatidate-LD-PI pool[c]
RE3301C	H2O[c] + PS-LD pool[c] => H+[c] + phosphatidate-LD-PS pool[c] + serine[c]
HMR_0660	H2O[c] + PS-LD pool[c] => phosphatidate-LD-PS pool[c] + serine[c] + H+[c]
RETH	H2O[c] + retinyl-ester[c] => H+[c] + retinol[c] + R Total 2 Position[c]
HMR_8245	H2O[c] + SM pool[c] => sphingosylphosphorylcholine[c] + fatty acid pool[c]
HMR_0665	H2O[c] + TAG-LD pool[c] => 1,2-diacylglycerol-LD-TAG pool[c] + fatty acid pool[c] + H+[c]
HMR_8523	H2O[g] + PC-LD pool[g] => choline[g] + phosphatidate-LD-PC pool[g] + H+[g]
RE3273G	H2O[g] + PI pool[g] => H+[g] + phosphatidate-LD-PI pool[g] + inositol[g]
RE3301G	H2O[g] + PS-LD pool[g] => H+[g] + phosphatidate-LD-PS pool[g] + serine[g]
HMR_5254	H2O[l] + PC-LD pool[l] => 2-lysolecithin pool[l] + fatty acid pool[l] + H+[l]
PCHOLPm_hs	H2O[m] + PC-LD pool[m] => choline[m] + H+[m] + phosphatidate-LD-PC pool[m]
HMR_8818	H2O[n] + phosphatidylinositol-4,5-bisphosphate[n] => 1,2-diacylglycerol-LD-PI pool[n] + D-myo-inositol-1,4,5-trisphosphate[n] + H+[n]
HMR_8833	H2O[n] + PI pool[n] => 1,2-diacylglycerol-LD-PI pool[n] + H+[n] + inositol-1-phosphate[n]
HMR_0463	H2O[r] + PC-LD pool[r] => 2-lysolecithin pool[r] + fatty acid pool[r] + H+[r]
HMR_8525	H2O[r] + PC-LD pool[r] => choline[r] + phosphatidate-LD-PC pool[r] + H+[r]
RE3273R	H2O[r] + PI pool[r] => H+[r] + inositol[r] + phosphatidate-LD-PI pool[r]
RE3301R	H2O[r] + PS-LD pool[r] => H+[r] + phosphatidate-LD-PS pool[r] + serine[r]
RETHe	H2O[s] + retinyl-ester[s] => H+[s] + retinol[s] + R Total 2 Position[s]
HMR_5233	HDL remnant[l] => 2 apoA1[l] + 90 PC-LD pool[l] + 25 PE-LD pool[l] + 30 PS-LD pool[l] + 75 SM pool[l] + 30 H+[l]
HMR_5238	LDL remnant[l] => 25 2-lysolecithin pool[l] + apoB100[l] + 110 CDP-diacylglycerol-LD-PI pool[l] + 425 PC-LD pool[l] + 30 PE-LD pool[l] + 160 SM pool[l] + 220 H+[l]
M4BET2er	mem2emgacpail heparan sulfate[r] + PE-LD pool[r] => 1,2-diacylglycerol-LD-PE pool[r] + Mannosyl-3-(Phosphoethanolaminyl-Mannosyl)-Glucosaminyl-Acylphosphatidylinositol (M4A))[r]
LRAT	PC-LD pool[c] + retinol[c] => 2-lysolecithin pool[c] + retinyl-ester[c]
SMS21e	PC-LD pool[s] + ceramide pool[s] => 1,2-diacylglycerol-LD-PC pool[s] + SM pool[s]
HMR_0653	PE-LD pool[c] + SAM[c] => PE-NME-LD pool[c] + SAH[c] + H+[c]
HMR_0657	PPE-NME2-LD pool[c] + SAM[c] => PC-LD pool[c] + SAH[c] + H+[c]
RETFA	retinol[c] + R Total 2 Coenzyme A[c] => CoA[c] + retinyl-ester[c]
RETH2	retinyl-ester[c] + H2O[c] => 11-cis-retinol[c] + H+[c] + R Total 2 Position[c]
RETFAt	retinyl-ester[c] => retinyl-ester[s]
RETH2e	retinyl-ester[s] + H2O[s] => H+[s] + 11-cis-retinol[s] + R Total 2 Position[s]
EX_retfa[e]	retinyl-ester[s] <=> retinyl-ester[x]
HMR_5243	VLDL remnant[l] => 165 2-lysolecithin pool[l] + apoB100[l] + 7 apoE[l] + 500 cholesterol[l] + 1645 cholesterol-ester pool[l] + 2165 PC-LD pool[l] + 185 PE-LD pool[l] + PI pool[l] + 755 SM pool[l] + H+[l]
HMR_5128	NH4+[s] <=> H+[s] + NH3[s]
HMR_5127	NH4+[c] <=> H+[c] + NH3[c]
HMR_7282	asparagine[c] + [protein][c] => [protein]-L-asparagine[c] + H2O[c]
HMR_7616	tyrosine[c] + [protein][c] => [protein]-L-tyrosine[c] + H2O[c]
HMR_7617	[protein]-L-tyrosine[c] + ATP[c] => [protein]-tyrosine-phosphate[c] + ADP[c] + H+[c]
HMR_7619	[protein]-L-tyrosine[c] + PAPS[c] <=> [protein]-tyrosine-O-sulfate[c] + PAP[c] + H+[c]
HMR_7621	arginine[c] + [protein][c] => [protein]-L-arginine[c] + H2O[c]
HMR_7625	[protein]-L-arginine[c] + H2O[c] + NAD+[c] => N(omega)-(ADP-D-ribosyl)-L-arginine[c] + nicotinamide[c] + [protein][c] + H+[c]
HMR_7622	[protein]-L-arginine[c] + H2O[c] => [protein]-L-citrulline[c] + NH4+[c]
HMR_9735	[protein]-L-citrulline[c] + H2O[c] => citrulline[c] + [protein][c]
HMR_0820	CMP-N-acetylneuraminate[c] + GA1[c] => CMP[c] + GM1[c] + H+[c]
HMR_0849	CMP-N-acetylneuraminate[c] + GA2[c] => CMP[c] + GM2[c] + H+[c]
HMR_0837	CMP-N-acetylneuraminate[c] + GM1[c] => CMP[c] + GD1a[c] + H+[c]
HMR_0852	CMP-N-acetylneuraminate[c] + GM1[c] => CMP[c] + GD1b[c] + H+[c]
HMR_0851	CMP-N-acetylneuraminate[c] + GM2[c] => CMP[c] + GD2[c] + H+[c]
HMR_8188	CMP-N-acetylneuraminate[g] + GM1[g] => CMP[g] + GD1a[g] + H+[g]
HMR_0829	GM2[c] + UDP-galactose[c] => GM1[c] + UDP[c] + H+[c]
HMR_8185	GM2[g] + UDP-galactose[g] => GM1[g] + UDP[g] + H+[g]
HMR_0827	GM3[c] + UDP-N-acetyl-D-galactosamine[c] => GM2[c] + UDP[c] + H+[c]
HMR_8190	GM3[g] + UDP-N-acetyl-D-galactosamine[g] => GM2[g] + UDP[g] + H+[g]
HMR_7327	n2m2masn[g] + UDP-N-acetylglucosamine[g] => G00020[g] + UDP[g] + H+[g]
HMR_7328	G00020[g] + UDP-N-acetylglucosamine[g] => G00021[g] + UDP[g] + H+[g]
AGLPET	1-alkyl-2-acylglycerol[c] + CDP-ethanolamine[c] => 1-alkyl-2-acylglycerophosphoethanolamine[c] + CMP[c] + H+[c]
RE3378C	1-alkyl-2-lysoglycerol-3-phosphocholine[c] + H2O[c] => choline[c] + 1-Alkyl-Sn-Glycerol 3-Phosphate[c] + H+[c]
35DSMVhep	H+[r] + NADPH[r] + O2[r] + simvastatin lactone form[r] => NADP+[r] + 3',5'-dihydrodiol-simvastatin-lactone form[r]
NAPQIhr	H+[r] + NADPH[r] + O2[r] + acetaminophen/paracetamol[r] => 2 H2O[r] + NADP+[r] + NAPQI[r]
HMR_9561	H2O[s] + retinyl palmitate[s] => palmitate[s] + retinol[s] + H+[s]
HMR_7165	cysteine[c] + [protein][c] => [protein]-L-cysteine[c] + H2O[c]
HMR_7197	serine[c] + [protein][c] => [protein]-L-serine[c] + H2O[c]
HMR_6655	4-OH-9-cis-retinal[c] + NADPH[c] + O2[c] + H+[c] => 4-oxo-9-cis-retinal[c] + 2 H2O[c] + NADP+[c]
HMR_6656	4-OH-9-cis-retinal[r] + NADPH[r] + O2[r] + H+[r] => 4-oxo-9-cis-retinal[r] + 2 H2O[r] + NADP+[r]
HMR_6702	4-hydroxy-all-trans-retinoate[c] + NADPH[c] + O2[c] + H+[c] => 4-oxo-all-trans-retinoate[c] + 2 H2O[c] + NADP+[c]
HMR_6703	4-hydroxy-all-trans-retinoate[r] + NADPH[r] + O2[r] + H+[r] => 4-oxo-all-trans-retinoate[r] + 2 H2O[r] + NADP+[r]
HMR_9553	AKG[c] + O2[c] + procollagen-L-lysine[c] => CO2[c] + procollagen-5-hydroxy-L-lysine[c] + succinate[c]
HMR_9554	3-(acyloxy)acyl group of bacterial toxin[c] + 2 H2O[c] => 3-hydroxyacyl group of bacterial toxin[c] + 2 fatty acid pool[c] + 2 H+[c]
HMR_6397	H+[c] + lipoic acid[c] + NADH[c] <=> dihydrolipoate[c] + NAD+[c]
HMR_6709	beta-carboline[c] + 2 H2O[c] <=> tryptophan[c]
HMR_1296	O2[p] + omega-COOH-dinor-LTE4-CoA[p] => 18-COOH-(16E)-dinor-LTE5-CoA[p] + H2O2[p]
HMR_1301	16e-18-oxo-18-CoA-dinor-LTE4[p] + CoA[p] + H2O[p] => acetyl-CoA[p] + omega-COOH-tetranor-LTE3-CoA[p] + 5 H+[p]
HMR_1302	H2O[p] + omega-COOH-tetranor-LTE3-CoA[p] + H+[p] => CoA[p] + omega-COOH-tetranor-LTE3[p]
HMR_1303	3 H+[p] + O2[p] + omega-COOH-tetranor-LTE3-CoA[p] => (13E)-tetranor-16-oxo-16-CoA-LTE4[p] + H2O2[p]
HMR_1092	H2O[c] + leukotriene A4[c] => 12-epi-LTB4[c]
HMR_1999	cortisol[c] + H+[c] + 2 NADPH[c] + O2[c] => 11beta-hydroxyandrost-4-ene-3,17-dione[c] + acetate[c] + 2 H2O[c] + 2 NADP+[c]
HMR_2000	cortisol[m] + H+[m] + 2 NADPH[m] + O2[m] => 11beta-hydroxyandrost-4-ene-3,17-dione[m] + acetate[m] + 2 H2O[m] + 2 NADP+[m]
HMR_2001	cortisol[r] + H+[r] + 2 NADPH[r] + O2[r] => 11beta-hydroxyandrost-4-ene-3,17-dione[r] + acetate[r] + 2 H2O[r] + 2 NADP+[r]
HMR_1319	6-oxo-prostaglandin E1[c] + H+[c] + NADH[c] <=> 6-oxo-prostaglandin F1alpha[c] + NAD+[c]
HMR_1320	6-oxo-prostaglandin F1alpha[c] + 2 H+[c] + 2 NADH[c] <=> 2 NAD+[c] + prostaglandin F1alpha[c] + H2O[c]
HMR_7600	1-alkyl-2-acylglycerol[c] + CDP-choline[c] => 1-radyl-2-acyl-sn-glycero-3-phosphocholine[c] + CMP[c] + H+[c]
HMR_7610	1-alkyl-2-acetyl-sn-glycerol[c] + CDP-choline[c] <=> 2-acetyl-1-alkyl-sn-glycero-3-phosphocholine[c] + CMP[c] + H+[c]
HMR_7615	1-radyl-2-acyl-sn-glycero-3-phosphocholine[c] + H2O[c] => 1-organyl-2-lyso-sn-glycero-3-phosphocholine[c] + fatty acid pool[c] + H+[c]
HMR_1691	3alpha,7alpha-dihydroxy-5beta-cholestan-27-al[m] + H2O[m] + NADP+[m] => 3alpha,7alpha-dihydroxy-5beta-cholestanate[m] + 2 H+[m] + NADPH[m]
HMR_1748	5beta-cholestan-3alpha,7alpha,12alpha,24(S),27-pentol[m] + NADPH[m] + O2[m] + H+[m] => 3alpha,7alpha,12alpha,24(S)-tetrahydroxy-5beta-cholestan-27-al[m] + 2 H2O[m] + NADP+[m]
HMR_1749	5beta-cholestan-3alpha,7alpha,24(S),27-tetrol[m] + NADPH[m] + O2[m] + H+[m] => 3alpha,7alpha,24(S)-trihydroxy-5beta-cholestan-27-al[m] + 2 H2O[m] + NADP+[m]
HMR_1750	3alpha,7alpha,12alpha,24(S)-tetrahydroxy-5beta-cholestan-27-al[m] + NADPH[m] + O2[m] => H2O[m] + NADP+[m] + tetraHCA[m]
HMR_1754	ATP[c] + CoA[c] + tetraHCA[c] => 25(R)TetraHCA-CoA[c] + AMP[c] + PPi[c]
HMR_1756	3,7,24THCA[c] + ATP[c] + CoA[c] => 3,7,24THCA-CoA[c] + AMP[c] + PPi[c]
HMR_2581	EPA[c] + H+[c] + NADPH[c] + 2 O2[c] => H2O[c] + NADP+[c] + PGH3[c]
HMR_2582	EPA[n] + H+[n] + NADPH[n] + 2 O2[n] => H2O[n] + NADP+[n] + PGH3[n]
HMR_0862	3-isoLM1[c] + GDP-L-fucose[c] => fuc-3-isoLM1[c] + GDP[c] + H+[c]
HMR_0897	GDP-L-fucose[c] + V3Fuc-nLc6Cer[c] => GDP[c] + V3Fuc,III3Fuc-nLc6Cer[c] + H+[c]
HMR_1388	dihomo-gamma-linolenate[c] + O2[c] => 15-HpETrE[c]
HMR_8271	GDP-L-fucose[g] + type I H glycolipid[g] => GDP[g] + glycolipid[g] + H+[g]
HMR_8287	GDP-L-fucose[g] + type II H glycolipid[g] => GDP[g] + glycolipid[g] + H+[g]
HMR_0813	galactosylgloboside[c] + GDP-L-fucose[c] => GDP[c] + globo-H[c] + H+[c]
HMR_0814	monosialylgalactosylgloboside[c] + UDP-N-acetyl-D-galactosamine[c] => UDP[c] + V3(NeuAc)2-Gb5Cer[c] + H+[c]
HMR_6783	4-hydroxyphenyllactate[c] => 4-coumarate[c] + H2O[c]
HMR_6813	dopamine-O-quinone[c] + H2O2[c] => dopaminochrome[c] + H+[c] + 2 H2O[c]
HMR_6881	3,4-dihydro-1,4-benzothiazine-3-carboxylate[c] => benzothiazine[c] + CO2[c] + H+[c]
HMR_5392	6 ATP[c] + 6 glutamate[c] + THF[c] => 6 ADP[c] + 6 Pi[c] + THF-hexaglutamate[c] + 6 H+[c]
HMR_5393	6 H2O[c] + THF-hexaglutamate[c] => 6 glutamate[c] + THF[c]
HMR_5336	2 H2O[c] + S-[2-carboxy-1-(1H-imidazol-4-yl)ethyl]glutathione[c] <=> glutamate[c] + glycine[c] + S-[2-carboxy-1-(1H-imidazol-4-yl)ethyl]-L-cysteine[c]
HMR_2443	13(S)-HPODE[c] + ferricytochrome C[c] + H+[c] <=> 13-oxy-radical-octadecadienoate[c] + ferrocytochrome C[c] + H2O[c]
HMR_2447	12,13-epoxy-9-alkoxy-(10E)-octadecenoate[c] + ferricytochrome C[c] + H2O[c] <=> 12,13-epoxy-9-hydroperoxy-(10E)-octadecenoate[c] + ferrocytochrome C[c] + H+[c]
HMR_2142	calcitetrol[c] + NADPH[c] + O2[c] + H+[c] => 24-oxo-1alpha,25-dihydroxyvitamin D3[c] + 2 H2O[c] + NADP+[c]
HMR_2143	calcitetrol[m] + NADPH[m] + O2[m] + H+[m] => 24-oxo-1alpha,25-dihydroxyvitamin D3[m] + 2 H2O[m] + NADP+[m]
HMR_7009	1-naphthol[c] + NADPH[c] + O2[c] + H+[c] => 1,4-dihydroxynaphthalene[c] + H2O[c] + NADP+[c]
HMR_9726	5-formyl-THF[c] + glutamate[c] => N-formyl-L-glutamate[c] + THF[c] + H+[c]
HMR_4763	3 FADH2[c] + hemoglobin[c] + 3 O2[c] + 2 H+[c] => biliverdin[c] + CO[c] + 3 FAD[c] + Fe3+[c] + globin[c] + 3 H2O[c]
HMR_7024	aflatoxin B1 diol[c] => aflatoxin B1 dialdehyde[c] + H+[c]
HMR_7025	aflatoxin B1 dialdehyde[c] + 2 H+[c] => 1,2,3,4-tetrahydro-alpha,7-dihydroxy-beta-(hydroxymethyl)-9-methoxy-3,4-dioxocyclopenta[c][1]benzopyran-6-propanal[c]
HMR_7027	aflatoxin B1 dialdehyde[c] + 2 H+[c] => alpha-(1,2-dihydroxyethyl)-1,2,3,4-tetrahydro-7-hydroxy-9-methoxy-3,4-dioxocyclopenta[c][1]benzopyran-6-acetaldehyde[c]
HMR_1079	arachidonate[c] + glycerol[c] + 5 H+[c] => 2 H2O[c] + noladin-ether[c]
HMR_6907	2-methoxy-6-(all-trans-decaprenyl)phenol[m] + H+[m] + NADPH[m] + O2[m] => 2-methoxy-6-all trans-decaprenyl-2-methoxy-1,4-benzoquinol[m] + H2O[m] + NADP+[m]
HMR_7032	dichloroacetyl chloride[c] + 2 NADPH[c] + O2[c] => dichloroacetate[c] + chloride[c] + H2O[c] + 2 NADP+[c]
HMR_7037	trichloroacetate[c] + NADPH[c] => dichloroacetate[c] + chloride[c] + NADP+[c]
HMR_7062	4-(n-nitrosomethylamino)-1-(3-pyridyl)-1-butanone[c] + NADPH[c] + O2[c] + H+[c] => 4-(methylnitrosamino)-1-(1-oxido-3-pyridinyl)-1-butanone[c] + NADP+[c] + H2O[c]
HMR_7067	4-(methylnitrosamino)-1-(3-pyridyl)-1-butanol[c] + NADPH[c] + O2[c] + H+[c] => 4-(methylnitrosamino)-1-(3-pyridyl-N-oxide)-1-butanol[c] + NADP+[c] + H2O[c]
HMR_7070	4-hydroxy-1-(3-pyridinyl)-1-butanone[c] + NADPH[c] + O2[c] => 3-succinoylpyridine[c] + NADP+[c] + H2O[c] + H+[c]
HMR_7072	4-oxo-1-(3-pyridyl)-1-butanone[c] + NADPH[c] + O2[c] + H+[c] => 3-succinoylpyridine[c] + NADP+[c] + H2O[c]
HMR_7074	5-(3-pyridyl)-2-hydroxytetrahydrofuran[c] + NADPH[c] + O2[c] => gamma-hydroxy-3-pyridinebutanoate[c] + NADP+[c] + H2O[c]
HMR_7076	1-(3-pyridinyl)-1,4-butanediol[c] + NADPH[c] + O2[c] => gamma-hydroxy-3-pyridinebutanoate[c] + NADP+[c] + H2O[c] + 2 H+[c]
HMR_7085	1-nitronaphthalene[c] + 3 H+[c] => 1-nitrosonaphthalene[c] + H2O[c]
HMR_7087	N-hydroxy-1-aminonaphthalene[c] + 2 H+[c] => 1-naphthylamine[c] + H2O[c]
HMR_7094	2-(S-glutathionyl)acetyl chloride[c] + H2O[c] => 2-S-glutathionyl acetate[c] + chloride[c] + H+[c]
HMR_7098	chloroacetyl chloride[c] + H2O[c] => chloroacetic acid[c] + chloride[c] + 2 H+[c]
HMR_9494	[myosin light chain]-phosphate[c] + H2O[c] => [myosin light chain][c] + Pi[c] + H+[c]
HMR_9489	[phosphorylase A][c] + 4 H2O[c] => 2 [phosphorylase B][c] + 4 Pi[c] + 4 H+[c]
HMR_9496	[protein]-L-glutamine[c] + alkylamine[c] => [protein]-N5-alkylglutamine[c] + NH4+[c]
HMR_9806	2 GSH[c] + insulin-(SS)[c] => GSSG[c] + Insulin-(SH)2[c]
HMR_9481	2 H2O[c] + kinetensin[c] => kinetensin 1-7[c] + leucine[c] + phenylalanine[c]
HMR_9502	H2O[c] + oxytocin[c] => glycinamide[c] + H+[c] + oxytocin 1-8[c]
HMR_4188	PAPS[c] + 4 NADPH[c] + 2 H+[c] => activated sulphur[c] + PAP[c] + 4 NADP+[c] + 3 H2O[c]
HMR_6400	5 H+[c] + octanoyl-[ACP][c] + 2 PAPS[c] + 2 SAM[c] + 7 NADPH[c] => 2 5-deoxyadenosine[c] + lipoyl-[ACP][c] + 2 methionine[c] + 2 PAP[c] + 7 NADP+[c] + 6 H2O[c]
HMR_6403	[protein]-N6-(octanoyl)lysine[c] + 5 H+[c] + 2 PAPS[c] + 2 SAM[c] + 7 NADPH[c] => [protein]-N6-(lipoyl)lysine[c] + 2 5-deoxyadenosine[c] + 2 methionine[c] + 2 PAP[c] + 7 NADP+[c] + 6 H2O[c]
HMR_7146	cPMP[c] + 2 PAPS[c] + 8 NADPH[c] + 7 H+[c] => molybdopterin[c] + 2 PAP[c] + 8 NADP+[c] + 8 H2O[c]
TMACMPhr	5 H+[r] + 6 NADPH[r] + O2[r] + SAM[r] + NAPQI[r] + PAPS[r] => 5 H2O[r] + 6 NADP+[r] + SAH[r] + thiomethyl-conjugate-acetaminophen[r] + PAP[r]
HMR_7672	apoC-lys_btn[c] + ATP[c] + HCO3-[c] => ADP[c] + carboxybiotin-carboxyl-carrier[c] + Pi[c] + H+[c]
HMR_7673	acetyl-CoA[c] + carboxybiotin-carboxyl-carrier[c] => apoC-lys_btn[c] + malonyl-CoA[c]
HMR_4549	6-hydroxymelatonin-sulfate[c] + H+[c] <=> 6-hydroxymelatonin[c] + sulfite[c]
HMR_8615	NADH[m] + cob(II)alamin[m] <=> cob(I)alamin[m] + NAD+[m] + H+[m]
HMR_8613	2 aquacob(III)alamin[c] + NADH[c] => 2 cob(II)alamin[c] + 2 H2O[c] + NAD+[c] + H+[c]
RE2493C	cob(II)alamin[c] + SAM[c] => SAH[c] + Methylcobalamin[c]
HMR_4842	SAM[c] => activated methyl group[c] + SAH[c]
HMR_9727	UDP-glucose[c] => UDP[c] + glycogen[c] + H+[c]
PROFVSCOAhc	4 CoA[p] + 4 NAD+[p] + NADPH[p] + 2 O2[p] + 2 H2O[p] + fluvastatin-CoA form[p] => 4 acetyl-CoA[p] + 3 H+[p] + 2 H2O2[p] + 4 NADH[p] + NADP+[p] + des-isoproylpropionic-acid-fluvastatin-CoA[p]
HMR_6393	hydroxide[c] + monodehydroascorbate[c] => dehydroascorbic acid[c] + H2O[c]
HMR_6808	dopamine[c] + H2O2[c] => dopamine-O-quinone[c] + 2 H2O[c]
RE3095L	H2O2[l] + dopamine[l] => 2 H2O[l] + dopamine-O-quinone[l]
RE3095X	H2O2[p] + dopamine[p] => 2 H2O[p] + dopamine-O-quinone[p]
r0781	2 H+[r] + 3 NADPH[r] + 3 O2[r] + lanosterol[r] => formate[r] + 4 H2O[r] + 3 NADP+[r] + 4,4-dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol[r]
HMR_4679	cysteamine[c] + O2[c] => H+[c] + hypotaurine[c]
