mets	metsNoComp	metBiGGID	metKEGGID	metHMDBID	metChEBIID	metPubChemID	metLipidMapsID	metEHMNID	metHepatoNET1ID	metRecon3DID	metMetaNetXID	metHMR2ID	metRetired
"MAM03659p"	"MAM03659"	"hexe3coa"	""	""	""	"53477848"	""	""	""	"hexe3coa"	""	""	"hexe3coa_p"
"MAM02944p"	"MAM02944"	"succoa"	"C00091"	""	"CHEBI:15380"	"439161"	""	""	"HC00093"	"succoa"	"MNXM92"	""	"m02944p"
"MAM03954p"	"MAM03954"	"subeac"	"C08278"	"HMDB00893"	"CHEBI:9300"	"10457"	""	""	""	"subeac"	"MNXM12964"	""	"subeac_p"
"MAM03923p"	"MAM03923"	"sebacid"	"C08277"	"HMDB00792"	"CHEBI:41865"	"5192"	""	""	""	"sebacid"	"MNXM163575"	""	"sebacid_p"
"MAM03502p"	"MAM03502"	"c8dc"	""	""	""	""	""	""	""	"c8dc"	"MNXM162999"	""	"c8dc_p"
"MAM02974s"	"MAM02974"	""	""	""	""	""	""	""	""	"ttdcrn"	"MNXM163039"	""	"m02974s"
"MAM03037s"	"MAM03037"	"4hpro_LT"	"C01157"	"HMDB00725"	"CHEBI:18095"	"5810"	""	""	"HC00690"	"4hpro_LT"	"MNXM87584"	""	"m03037s"
"MAM03164s"	"MAM03164"	"alaala"	"C00993"	""	"CHEBI:16576"	"5460362"	""	""	""	"alaala"	"MNXM739338"	""	"m03164s"
"MAM03483s"	"MAM03483"	"bglc"	""	""	""	""	""	""	""	"bglc"	"MNXM163321"	""	"bglc_s"
"MAM03595s"	"MAM03595"	"glgchlo"	""	""	""	""	""	""	""	"glgchlo"	"MNXM164589"	""	"glgchlo_s"
"MAM03604s"	"MAM03604"	"gltcho"	""	""	""	""	""	""	""	"gltcho"	"MNXM164590"	""	"gltcho_s"
"MAM02964s"	"MAM02964"	""	"C05463"	"HMDB04011"	"CHEBI:9410"	"2733768"	""	""	""	"tdechola"	"MNXM9132"	""	"m02964s"
"MAM03605s"	"MAM03605"	"gltdechol"	""	""	""	""	""	""	""	"gltdechol"	"MNXM164591"	""	"gltdechol_s"
"MAM01423s"	"MAM01423"	"carn"	"C00386"	"HMDB00033"	"CHEBI:15727"	"439224"	""	""	"HC00321"	"carn"	"MNXM114412;MNXM1419"	""	"m01423s"
"MAM01600s"	"MAM01600"	"adocbl"	"C00194"	""	"CHEBI:8408"	""	""	""	""	"adocbl"	"MNXM90703"	""	"m01600s"
"MAM03621s"	"MAM03621"	"glygly"	""	""	""	"11163"	""	""	""	"glygly"	"MNXM4002"	""	"glygly_s"
"MAM03629s"	"MAM03629"	"glyphe"	""	"HMDB0028848"	""	""	""	""	""	"glyphe"	"MNXM8669"	""	"glyphe_s"
"MAM03630s"	"MAM03630"	"glypro"	""	"HMDB00721"	"CHEBI:356660"	"79101"	""	""	""	"glypro"	"MNXM11725"	""	"glypro_s"
"MAM03631s"	"MAM03631"	"glysar"	""	""	""	"93131"	""	""	""	"glysar"	"MNXM55458"	""	"glysar_s"
"MAM00745s"	"MAM00745"	""	"C04483"	"HMDB00626"	"CHEBI:28834"	"222528"	"LMST04010040"	""	""	"dchac"	"MNXM57907"	""	"m00745s"
"MAM03638s"	"MAM03638"	"gum"	""	""	""	""	""	""	""	"gum"	"MNXM163404"	""	"gum_s"
"MAM03639s"	"MAM03639"	"gumdchac"	""	""	""	""	""	""	""	"gumdchac"	"MNXM164825"	""	"gumdchac_s"
"MAM03640s"	"MAM03640"	"gumgchol"	""	""	""	""	""	""	""	"gumgchol"	"MNXM164826"	""	"gumgchol_s"
"MAM03641s"	"MAM03641"	"gumtchol"	""	""	""	""	""	""	""	"gumtchol"	"MNXM164827"	""	"gumtchol_s"
"MAM03714s"	"MAM03714"	"leugly"	""	"HMDB0028929"	""	""	""	""	""	"leugly"	"MNXM127273"	""	"leugly_s"
"MAM03715s"	"MAM03715"	"leuleu"	""	""	""	"94244"	""	""	""	"leuleu"	"MNXM157161"	""	"leuleu_s"
"MAM03851s"	"MAM03851"	"pect"	"C08348"	"HMDB0003402"	"CHEBI:47954"	"441476"	""	""	""	"pect"	"MNXM163549"	""	"pect_s"
"MAM03852s"	"MAM03852"	"pectindchac"	""	""	""	""	""	""	""	"pectindchac"	"MNXM165064"	""	"pectindchac_s"
"MAM03853s"	"MAM03853"	"pectingchol"	""	""	""	""	""	""	""	"pectingchol"	"MNXM165065"	""	"pectingchol_s"
"MAM03854s"	"MAM03854"	"pectintchol"	""	""	""	""	""	""	""	"pectintchol"	"MNXM165066"	""	"pectintchol_s"
"MAM03896s"	"MAM03896"	"progly"	""	""	""	"6426709"	""	""	""	"progly"	"MNXM7481"	""	"progly_s"
"MAM03907s"	"MAM03907"	"psyl"	""	""	""	""	""	""	""	"psyl"	"MNXM163567"	""	"psyl_s"
"MAM03908s"	"MAM03908"	"psylchol"	""	""	""	""	""	""	""	"psylchol"	"MNXM165091"	""	"psylchol_s"
"MAM03909s"	"MAM03909"	"psyltchol"	""	""	""	""	""	""	""	"psyltchol"	"MNXM165092"	""	"psyltchol_s"
"MAM03910s"	"MAM03910"	"psyltdechol"	""	""	""	""	""	""	""	"psyltdechol"	"MNXM165093"	""	"psyltdechol_s"
"MAM02157s"	"MAM02157"	"hyptaur"	"C00519"	"HMDB00965"	"CHEBI:16668"	"107812"	""	""	"HC00406"	"hyptaur"	"MNXM726;MNXM91617"	""	"m02157s"
"MAM01627s"	"MAM01627"	"cysam"	"C01678"	"HMDB0002991"	"CHEBI:17141"	"6058"	""	""	"HC00823"	"cysam"	"MNXM1226"	""	"m01627s"
"MAM03103s"	"MAM03103"	"q10"	"C00399"	""	"CHEBI:16389"	"5281915"	""	""	"HC00329"	"q10"	"MNXM8440"	""	"m03103s"
"MAM01674s"	"MAM01674"	"dpcoa"	"C00882"	""	"CHEBI:15468"	"444485"	""	""	"HC00575"	"dpcoa"	"MNXM481"	""	"m01674s"
"MAM02741s"	"MAM02741"	"pan4p"	"C01134"	""	"CHEBI:16858"	"987"	""	""	"HC00681"	"pan4p"	"MNXM373"	""	"m02741s"
"MAM03933s"	"MAM03933"	"slfcys"	"C05824"	"HMDB00731"	"CHEBI:27891"	"115015"	""	""	""	"slfcys"	"MNXM2428"	""	"slfcys_s"
"MAM01828s"	"MAM01828"	"fmn"	"C00061"	"HMDB0001520"	"CHEBI:17621"	"643976"	""	""	"HC00064"	"fmn"	"MNXM119"	""	"m01828s"
"MAM02679s"	"MAM02679"	"ptth"	"C00154"	"HMDB01338"	"CHEBI:15525"	"15667"	""	""	"HC00554"	"ptth"	"MNXM1154"	""	"m02679s"
"MAM03102s"	"MAM03102"	"q10h2"	"C00390"	""	"CHEBI:17976"	"9962735"	""	""	"HC00324"	"q10h2"	"MNXM9200"	""	"m03102s"
"MAM02439p"	"MAM02439"	"mal__L"	"C00149"	"HMDB00156"	"CHEBI:30797"	"222656"	""	""	"HC00146"	"mal_L"	"MNXM98"	""	"m02439p"
"MAM01005s"	"MAM01005"	"34hpp"	"C01179"	"HMDB00707"	"CHEBI:15999"	"979"	""	""	"HC00699"	"34hpp"	"MNXM153"	""	"m01005s"
"MAM00824s"	"MAM00824"	"3mob"	"C00141"	"HMDB00019"	"CHEBI:16530"	"49"	""	""	"HC00139"	"3mob"	"MNXM238"	""	"m00824s"
"MAM00669s"	"MAM00669"	"3mop"	"C03465"	"HMDB00491"	"CHEBI:35932"	"47"	""	""	"HC01123"	"3mop"	"MNXM439"	""	"m00669s"
"MAM01013s"	"MAM01013"	"4mop"	"C00233"	"HMDB00695"	"CHEBI:48430"	"70"	""	""	"HC00211"	"4mop"	"MNXM404"	""	"m01013s"
"MAM01116s"	"MAM01116"	"5mta"	"C00170"	"HMDB01173"	"CHEBI:17509"	"439176"	""	""	"HC00165"	"5mta"	"MNXM150"	""	"m01116s"
"MAM01127s"	"MAM01127"	"5oxpro"	"C01879"	"HMDB00267"	"CHEBI:18183"	"7405"	""	""	"HC00856"	"5oxpro"	"MNXM964"	""	"m01127s"
"MAM02871s"	"MAM02871"	"ahcys"	"C00021"	"HMDB00939"	"CHEBI:16680"	"439155"	""	""	"HC00031"	"ahcys"	"MNXM19"	""	"m02871s"
"MAM01304s"	"MAM01304"	"aicar"	"C04677"	""	"CHEBI:18406"	"65110"	""	""	"HC01334"	"aicar"	"MNXM365"	""	"m01304s"
"MAM01342s"	"MAM01342"	"anth"	"C00108"	"HMDB01123"	"CHEBI:30754"	"227"	""	""	"HC00107"	"anth"	"MNXM188"	""	"m01342s"
"MAM02559s"	"MAM02559"	"cbasp"	"C00438"	""	"CHEBI:15859"	"93072"	""	""	"HC00356"	"cbasp"	"MNXM465"	""	"m02559s"
"MAM02439s"	"MAM02439"	"mal__L"	"C00149"	"HMDB00156"	"CHEBI:30797"	"222656"	""	""	"HC00146"	"mal_L"	"MNXM98"	""	"m02439s"
"MAM01103s"	"MAM01103"	"5hoxindoa"	"C05635"	"HMDB00763"	"CHEBI:27823"	"1826"	""	""	"HC01537"	"5hoxindoa"	"MNXM1961;MNXM90519"	""	"m01103s"
"MAM01981s"	"MAM01981"	"glyald"	"C02154"	"HMDB01051"	"CHEBI:5445"	"751"	""	""	"HC00436"	"glyald"	"MNXM435"	""	"m01981s"
"MAM02696s"	"MAM02696"	"pep"	"C00074"	"HMDB00263"	"CHEBI:44897"	"1005"	""	""	"HC00076"	"pep"	"MNXM73"	""	"m02696s"
"MAM02036s"	"MAM02036"	"gudac"	"C00581"	"HMDB00128"	"CHEBI:16344"	"763"	""	""	"HC00439"	"gudac"	"MNXM163818;MNXM587"	""	"m02036s"
"MAM02319s"	"MAM02319"	"Lkynr"	"C00328"	"HMDB00684"	"CHEBI:16946"	"161166"	""	""	"HC00278"	"Lkynr"	"MNXM260"	""	"m02319s"
"MAM00923s"	"MAM00923"	"cala"	"C02642"	"HMDB00026"	"CHEBI:18261"	"111"	""	""	"HC00975"	"cala"	"MNXM802"	""	"m00923s"
"MAM00990s"	"MAM00990"	"kynate"	"C01717"	"HMDB00715"	"CHEBI:18344"	"3845"	""	""	""	"kynate"	"MNXM92974"	""	"m00990s"
"MAM00775s"	"MAM00775"	"3hanthrn"	"C00632"	""	"CHEBI:15793"	""	""	""	"HC00464"	"3hanthrn"	"MNXM359"	""	"m00775s"
"MAM00788s"	"MAM00788"	"hLkynr"	"C03227"	"HMDB01152"	"CHEBI:17380"	"11811"	""	""	"HC01079"	"hLkynr"	"MNXM576"	""	"m00788s"
"MAM02822s"	"MAM02822"	"quln"	"C03722"	"HMDB00232"	"CHEBI:16675"	"1066"	""	""	"HC01168"	"quln"	"MNXM555"	""	"m02822s"
"MAM00674s"	"MAM00674"	"2pg"	"C00631"	""	"CHEBI:17835"	"439278"	""	""	"HC00463"	"2pg"	"MNXM275"	""	"m00674s"
"MAM02738s"	"MAM02738"	"cholp"	"C00588"	"HMDB01565"	"CHEBI:18132"	"1014"	""	""	"HC00442"	"cholp"	"MNXM229"	""	"m02738s"
"MAM02349s"	"MAM02349"	"cyst__L"	"C02291"	"HMDB00099"	"CHEBI:17482"	"439258"	""	""	"HC00916"	"cyst_L"	"MNXM319;MNXM7231"	""	"m02349s"
"MAM01644s"	"MAM01644"	"dcmp"	"C00239"	""	"CHEBI:15918"	"13945"	""	""	"HC00217"	"dcmp"	"MNXM266"	""	"m01644s"
"MAM01708s"	"MAM01708"	"dmgly"	"C01026"	"HMDB00092"	"CHEBI:17724"	"673"	""	""	""	"dmgly"	"MNXM464"	""	"m01708s"
"MAM01798s"	"MAM01798"	"ethamp"	"C00346"	"HMDB00224"	"CHEBI:17553"	"1015"	""	""	"HC00293"	"ethamp"	"MNXM187"	""	"m01798s"
"MAM01862s"	"MAM01862"	"fum"	"C00122"	"HMDB00134"	"CHEBI:18012"	"444972"	""	""	"HC00120"	"fum"	"MNXM93"	""	"m01862s"
"MAM02912s"	"MAM02912"	"g3pc"	"C00670"	"HMDB00086"	"CHEBI:16870"	"71920"	""	""	""	"g3pc"	"MNXM367"	""	"m02912s"
"MAM02183s"	"MAM02183"	"icit"	"C00311"	"HMDB00193"	"CHEBI:30887"	"1198"	""	""	"HC00266"	"icit"	"MNXM162;MNXM89661"	""	"m02183s"
"MAM02322s"	"MAM02322"	"L2aadp"	"C00956"	"HMDB00510"	"CHEBI:37024"	"469"	""	""	"HC00599"	"L2aadp"	"MNXM268"	""	"m02322s"
"MAM03148s"	"MAM03148"	"xan"	"C00385"	"HMDB00292"	"CHEBI:17712"	"1188"	""	""	"HC00320"	"xan"	"MNXM174"	""	"m03148s"
"MAM03150s"	"MAM03150"	"xmp"	"C00655"	""	"CHEBI:15652"	"73323"	""	""	"HC00478"	"xmp"	"MNXM298"	""	"m03150s"
"MAM03149s"	"MAM03149"	"xtsn"	"C01762"	"HMDB00299"	"CHEBI:18107"	"64959"	""	""	"HC00838"	"xtsn"	"MNXM687"	""	"m03149s"
"MAM00913s"	"MAM00913"	"3pg"	"C00197"	""	"CHEBI:17794"	"439183"	""	""	"HC00186"	"3pg"	"MNXM126"	""	"m00913s"
"MAM03109s"	"MAM03109"	"udpglcur"	"C00167"	"HMDB00935"	"CHEBI:17200"	"17473"	""	""	"HC00162"	"udpglcur"	"MNXM87"	""	"m03109s"
"MAM02914s"	"MAM02914"	"glyc3p"	"C00093"	""	"CHEBI:15978"	"439162"	""	""	"HC00095"	"glyc3p"	"MNXM66"	""	"m02914s"
"MAM02585s"	"MAM02585"	"nicrnt"	"C01185"	""	"CHEBI:15763"	"53477721"	""	""	"HC00703"	"nicrnt"	"MNXM194"	""	"m02585s"
"MAM02660s"	"MAM02660"	"orot5p"	"C01103"	""	"CHEBI:15842"	"160617"	""	""	"HC00669"	"orot5p"	"MNXM519"	""	"m02660s"
"MAM02133s"	"MAM02133"	"hcys__L"	"C00155"	"HMDB00742"	"CHEBI:17230"	"778"	""	""	"HC00151"	"hcys_L"	"MNXM123"	""	"m02133s"
"MAM02832s"	"MAM02832"	"retinal"	"C00376"	"HMDB01358"	"CHEBI:17898"	"638015"	"LMPR01090002"	""	""	"retinal"	"MNXM425"	""	"m02832s"
"MAM01366s"	"MAM01366"	"argsuc"	"C03406"	"HMDB00052"	"CHEBI:15682"	"16950"	""	""	"HC01113"	"argsuc"	"MNXM550"	""	"m01366s"
"MAM02634s"	"MAM02634"	"acrn"	"C02571"	"HMDB00201"	"CHEBI:15960"	"1"	""	""	"HC00966"	"acrn"	"MNXM1028"	""	"m02634s"
"MAM02657s"	"MAM02657"	"pcrn"	"C03017"	"HMDB00824"	"CHEBI:28867"	"107738"	"LMFA07070005"	""	"HC02149"	"pcrn"	"MNXM3074;MNXM6397"	""	"m02657s"
"MAM00105s"	"MAM00105"	"lneldccrn"	""	""	""	"53477834"	""	""	""	"lneldccrn"	"MNXM8845"	""	"m00105s"
"MAM02639s"	"MAM02639"	"odecrn"	""	"HMDB05065"	""	""	""	""	""	"odecrn"	"MNXM65475;MNXM8956"	""	"m02639s"
"MAM02940s"	"MAM02940"	"stcrn"	""	""	""	"6426855"	"LMFA07070008"	""	""	"stcrn"	"MNXM82716;MNXM9119"	""	"m02940s"
"MAM02411s"	"MAM02411"	"pmtcrn"	"C02990"	"HMDB00222"	"CHEBI:17490"	"11953816"	"LMFA07070004"	""	"HC01034"	"pmtcrn"	"MNXM162587;MNXM787"	""	"m02411s"
"MAM02676s"	"MAM02676"	"hdcecrn"	""	""	""	"11953816"	""	""	"HC10854"	"hdcecrn"	"MNXM8716"	""	"m02676s"
"MAM01620s"	"MAM01620"	"pcreat"	"C02305"	""	"CHEBI:58092"	"9548602"	""	""	""	"pcreat"	"MNXM819;MNXM90130;MNXM91273"	""	"m01620s"
"MAM01580s"	"MAM01580"	""	"C00417"	""	"CHEBI:32805"	"309"	""	""	"HC00342"	"HC00342"	"MNXM162425;MNXM813"	""	"m01580s"
"MAM01372s"	"MAM01372"	""	"C08261"	"HMDB00784"	"CHEBI:48131"	"2266"	"LMFA01170054"	""	""	"C08261"	"MNXM164574"	""	"m01372s"
"MAM02123s"	"MAM02123"	""	"C01586"	"HMDB00714"	"CHEBI:18089"	"464"	""	""	""	"bgly"	"MNXM1577"	""	"m02123s"
"MAM03419p"	"MAM03419"	""	""	""	""	""	""	""	""	"alpa_hs"	"MNXM163842"	""	"alpa_hs_p"
"MAM03815s"	"MAM03815"	"pcholmyr_hs"	"C04230"	"HMDB10385"	""	"53480465"	""	""	""	"pcholmyr_hs"	""	""	"pcholmyr_hs_s"
"MAM03832s"	"MAM03832"	"pcholole_hs"	"C04230"	"HMDB02815  "	""	"16081932"	""	""	""	"pcholole_hs"	""	""	"pcholole_hs_s"
"MAM03859s"	"MAM03859"	"peole_hs"	""	""	""	""	""	""	""	"peole_hs"	""	""	"peole_hs_s"
"MAM03834s"	"MAM03834"	"pcholpalme_hs"	""	""	""	""	""	""	""	"pcholpalme_hs"	""	""	"pcholpalme_hs_s"
"MAM03833s"	"MAM03833"	"pcholpalm_hs"	""	""	""	""	""	""	""	"pcholpalm_hs"	""	""	"pcholpalm_hs_s"
"MAM03860s"	"MAM03860"	"pepalm_hs"	""	""	""	""	""	""	""	"pepalm_hs"	""	""	"pepalm_hs_s"
"MAM02750s"	"MAM02750"	"pail_hs"	"C01194"	""	"CHEBI:16749"	""	""	""	"HC02009"	"pail_hs"	"MNXM2416"	""	"m02750s"
"MAM03803s"	"MAM03803"	"pailpalm_hs"	""	""	""	""	""	""	""	"pailpalm_hs"	""	""	"pailpalm_hs_s"
"MAM03835s"	"MAM03835"	"pcholste_hs"	"C04230"	"HMDB10384 "	""	"497299"	""	""	""	"pcholste_hs"	""	""	"pcholste_hs_s"
"MAM03861s"	"MAM03861"	"peste_hs"	""	""	""	""	""	""	""	"peste_hs"	""	""	"peste_hs_s"
"MAM03804s"	"MAM03804"	"pailste_hs"	""	""	""	""	""	""	""	"pailste_hs"	""	""	"pailste_hs_s"
"MAM03805s"	"MAM03805"	"pchol2linl_hs"	""	""	""	""	""	""	""	"pchol2linl_hs"	""	""	"pchol2linl_hs_s"
"MAM03847s"	"MAM03847"	"pe2linl_hs"	""	""	""	""	""	""	""	"pe2linl_hs"	""	""	"pe2linl_hs_s"
"MAM03806s"	"MAM03806"	"pchol2ole_hs"	""	""	""	""	""	""	""	"pchol2ole_hs"	""	""	"pchol2ole_hs_s"
"MAM03807s"	"MAM03807"	"pchol2palm_hs"	""	""	""	""	""	""	""	"pchol2palm_hs"	""	""	"pchol2palm_hs_s"
"MAM03808s"	"MAM03808"	"pchol2ste_hs"	""	""	""	""	""	""	""	"pchol2ste_hs"	""	""	"pchol2ste_hs_s"
"MAM04077s"	"MAM04077"	"xolest183_hs"	""	""	""	""	""	""	""	"xolest183_hs"	""	""	"xolest183_hs_s"
"MAM04075s"	"MAM04075"	"xolest181_hs"	""	""	""	""	""	""	""	"xolest181_hs"	""	""	"xolest181_hs_s"
"MAM04079s"	"MAM04079"	"xolest205_hs"	""	""	""	""	""	""	""	"xolest205_hs"	""	""	"xolest205_hs_s"
"MAM04078s"	"MAM04078"	"xolest204_hs"	""	""	""	""	""	""	""	"xolest204_hs"	""	""	"xolest204_hs_s"
"MAM04080s"	"MAM04080"	"xolest226_hs"	""	""	""	""	""	""	""	"xolest226_hs"	""	""	"xolest226_hs_s"
"MAM03816s"	"MAM03816"	"pcholn15_hs"	""	""	""	""	""	""	""	"pcholn15_hs"	""	""	"pcholn15_hs_s"
"MAM03809s"	"MAM03809"	"pcholar_hs"	""	""	""	""	""	""	""	"pcholar_hs"	""	""	"pcholar_hs_s"
"MAM03818s"	"MAM03818"	"pcholn183_hs"	""	""	""	""	""	""	""	"pcholn183_hs"	""	""	"pcholn183_hs_s"
"MAM03817s"	"MAM03817"	"pcholn1836_hs"	""	""	""	""	""	""	""	"pcholn1836_hs"	""	""	"pcholn1836_hs_s"
"MAM03819s"	"MAM03819"	"pcholn19_hs"	""	""	""	""	""	""	""	"pcholn19_hs"	""	""	"pcholn19_hs_s"
"MAM03820s"	"MAM03820"	"pcholn201_hs"	""	""	""	""	""	""	""	"pcholn201_hs"	""	""	"pcholn201_hs_s"
"MAM03822s"	"MAM03822"	"pcholn204_hs"	"C04230"	"HMDB10396"	""	"53480469"	""	""	""	"pcholn204_hs"	""	""	"pcholn204_hs_s"
"MAM03823s"	"MAM03823"	"pcholn205_hs"	""	""	""	""	""	""	""	"pcholn205_hs"	""	""	"pcholn205_hs_s"
"MAM03824s"	"MAM03824"	"pcholn224_hs"	""	""	""	""	""	""	""	"pcholn224_hs"	""	""	"pcholn224_hs_s"
"MAM03826s"	"MAM03826"	"pcholn225_hs"	""	""	""	""	""	""	""	"pcholn225_hs"	""	""	"pcholn225_hs_s"
"MAM03825s"	"MAM03825"	"pcholn2254_hs"	""	""	""	""	""	""	""	"pcholn2254_hs"	""	""	"pcholn2254_hs_s"
"MAM03827s"	"MAM03827"	"pcholn226_hs"	""	""	""	""	""	""	""	"pcholn226_hs"	""	""	"pcholn226_hs_s"
"MAM03848s"	"MAM03848"	"pear_hs"	""	""	""	""	""	""	""	"pear_hs"	""	""	"pear_hs_s"
"MAM03844s"	"MAM03844"	"pe203_hs"	""	""	""	""	""	""	""	"pe203_hs"	""	""	"pe203_hs_s"
"MAM03846s"	"MAM03846"	"pe226_hs"	""	""	""	""	""	""	""	"pe226_hs"	""	""	"pe226_hs_s"
"MAM03845s"	"MAM03845"	"pe224_hs"	""	""	""	""	""	""	""	"pe224_hs"	""	""	"pe224_hs_s"
"MAM03855s"	"MAM03855"	"pedh203_hs"	""	""	""	""	""	""	""	"pedh203_hs"	""	""	"pedh203_hs_s"
"MAM03838s"	"MAM03838"	"pe12_hs"	""	""	""	""	""	""	""	"pe12_hs"	""	""	"pe12_hs_s"
"MAM03840s"	"MAM03840"	"pe14_hs"	""	""	""	""	""	""	""	"pe14_hs"	""	""	"pe14_hs_s"
"MAM03842s"	"MAM03842"	"pe161_hs"	""	""	""	""	""	""	""	"pe161_hs"	""	""	"pe161_hs_s"
"MAM03839s"	"MAM03839"	"pe13_hs"	""	""	""	""	""	""	""	"pe13_hs"	""	""	"pe13_hs_s"
"MAM03841s"	"MAM03841"	"pe15_hs"	""	""	""	""	""	""	""	"pe15_hs"	""	""	"pe15_hs_s"
"MAM03843s"	"MAM03843"	"pe17_hs"	""	""	""	""	""	""	""	"pe17_hs"	""	""	"pe17_hs_s"
"MAM03821s"	"MAM03821"	"pcholn203_hs"	""	""	""	""	""	""	""	"pcholn203_hs"	""	""	"pcholn203_hs_s"
"MAM03802s"	"MAM03802"	"pailar_hs"	""	""	""	""	""	""	""	"pailar_hs"	""	""	"pailar_hs_s"
"MAM03828s"	"MAM03828"	"pcholn24_hs"	"C04230"	"HMDB10405"	""	"24779481"	""	""	""	"pcholn24_hs"	""	""	"pcholn24_hs_s"
"MAM03829s"	"MAM03829"	"pcholn261_hs"	""	""	""	""	""	""	""	"pcholn261_hs"	""	""	"pcholn261_hs_s"
"MAM03830s"	"MAM03830"	"pcholn281_hs"	""	""	""	""	""	""	""	"pcholn281_hs"	""	""	"pcholn281_hs_s"
"MAM03831s"	"MAM03831"	"pcholn28_hs"	""	""	""	""	""	""	""	"pcholn28_hs"	""	""	"pcholn28_hs_s"
"MAM03810s"	"MAM03810"	"pcholdoc_hs"	""	""	""	""	""	""	""	"pcholdoc_hs"	""	""	"pcholdoc_hs_s"
"MAM03811s"	"MAM03811"	"pcholeic_hs"	""	""	""	""	""	""	""	"pcholeic_hs"	""	""	"pcholeic_hs_s"
"MAM03812s"	"MAM03812"	"pcholet_hs"	""	""	""	""	""	""	""	"pcholet_hs"	""	""	"pcholet_hs_s"
"MAM03813s"	"MAM03813"	"pcholhep_hs"	"C04230"	"HMDB12108"	"CHEBI:580913"	"24779463"	""	""	""	"pcholhep_hs"	""	""	"pcholhep_hs_s"
"MAM03814s"	"MAM03814"	"pchollinl_hs"	""	""	""	""	""	""	""	"pchollinl_hs"	""	""	"pchollinl_hs_s"
"MAM03856s"	"MAM03856"	"pelinl_hs"	""	""	""	""	""	""	""	"pelinl_hs"	""	""	"pelinl_hs_s"
"MAM03752s"	"MAM03752"	"maglinl_hs"	""	""	""	""	""	""	""	"maglinl_hs"	""	""	"maglinl_hs_s"
"MAM03753s"	"MAM03753"	"magole_hs"	""	""	""	""	""	""	""	"magole_hs"	""	""	"magole_hs_s"
"MAM03754s"	"MAM03754"	"magpalm_hs"	""	""	""	""	""	""	""	"magpalm_hs"	""	""	"magpalm_hs_s"
"MAM03755s"	"MAM03755"	"magste_hs"	""	""	""	""	""	""	""	"magste_hs"	""	""	"magste_hs_s"
"MAM03751s"	"MAM03751"	"magarachi_hs"	""	""	""	""	""	""	""	"magarachi_hs"	""	""	"magarachi_hs_s"
"MAM03248s"	"MAM03248"	"3mtp"	""	""	""	""	""	""	""	"3mtp"	"MNXM2782"	""	"3mtp_s"
"MAM00126s"	"MAM00126"	"elaidcrn"	""	"HMDB06464"	""	"53477837"	""	""	""	"elaidcrn"	"MNXM173930;MNXM8576"	""	"m00126s"
"MAM02388s"	"MAM02388"	"lnlccrn"	""	""	""	"6450015"	""	""	"HC10855"	"lnlccrn"	"MNXM8847"	""	"m02388s"
"MAM03882s"	"MAM03882"	"phlac"	""	""	""	""	""	""	""	"phlac"	""	""	"phlac_s"
"MAM00380s"	"MAM00380"	"15HPET"	"C05966"	"HMDB04244"	"CHEBI:15628"	"5280893"	"LMFA03060014"	""	""	"15HPET"	"MNXM162620;MNXM2314"	""	"m00380s"
"MAM01892s"	"MAM01892"	"15kprostgf2"	""	""	""	""	""	""	""	"15kprostgf2"	""	""	"15kprostgf2_s"
"MAM00605s"	"MAM00605"	"21hprgnlone"	"C05485"	""	"CHEBI:28043"	""	"LMST02030167"	""	""	"21hprgnlone"	"MNXM735991"	""	"m00605s"
"MAM00670s"	"MAM00670"	"2oxoadp"	"C00322"	"HMDB00225"	"CHEBI:15753"	"71"	""	""	"HC00273"	"2oxoadp"	"MNXM263"	""	"m00670s"
"MAM01004s"	"MAM01004"	"34hpl"	"C03672"	"HMDB00755"	"CHEBI:17385"	"9378"	""	""	""	"34hpl"	"MNXM114141"	""	"m01004s"
"MAM00784s"	"MAM00784"	"3hmp"	"C06001"	"HMDB00023"	"CHEBI:37373"	"440873"	""	""	"HC00705"	"3hmp"	"MNXM396"	""	"m00784s"
"MAM03234s"	"MAM03234"	"3hpppnohgluc"	""	""	""	""	""	""	""	"3hpppnohgluc"	""	""	"3hpppnohgluc_s"
"MAM02142s"	"MAM02142"	"3hpp"	"C01013"	"HMDB00700"	"CHEBI:33404"	"68152"	""	""	"HC00625"	"3hpp"	"MNXM872"	""	"m02142s"
"MAM03247s"	"MAM03247"	"3mhis"	""	""	""	""	""	""	""	"3mhis"	""	""	"3mhis_s"
"MAM00821s"	"MAM00821"	"3moxtyr"	"C05587"	"HMDB00022"	"CHEBI:742324"	"1669"	""	""	""	"3moxtyr"	"MNXM3848"	""	"m00821s"
"MAM00922s"	"MAM00922"	"3uib"	"C05100"	"HMDB02031"	"CHEBI:1670"	"160663"	""	""	"HC01371"	"3uib"	"MNXM1015"	""	"m00922s"
"MAM00952s"	"MAM00952"	"4aabutn"	"C02946"	"HMDB03681"	"CHEBI:17645"	"18189"	""	""	""	"4aabutn"	"MNXM2083"	""	"m00952s"
"MAM01922s"	"MAM01922"	"4tmeabutn"	"C01181"	""	"CHEBI:16244"	""	""	""	""	"4tmeabutn"	"MNXM626"	""	"m01922s"
"MAM01705s"	"MAM01705"	"56dthm"	"C00906"	"HMDB00079"	"CHEBI:27468"	"93556"	""	""	"HC00582"	"56dthm"	"MNXM772"	""	"m01705s"
